SubmissionID,FeedbackTypeID,UserID,SectionID,ClassWeek,HowWasClassThisWeek,InstructorEngagement,SubmittedDate,NewLearningAchieved,HoursSpentOutsideOfClass,PaceOfClassThisWeek,AcademicSupport,MasteredConceptsCovered,CreatedDate,CreatedBy,UpdatedDate,UpdatedBy,InstructionsClarity,InstructorKnowledge
964,2,513,20,2,5,5,"Apr 25 2017 10:31:34:973PM",5,5,5,5,5,"Apr 25 2017 10:31:34:973PM",trilogy_admin,"Apr 25 2017 10:31:34:973PM",trilogy_admin,5,5
965,2,509,20,2,5,4,"Apr 25 2017 10:31:41:807PM",4,10,3,4,3,"Apr 25 2017 10:31:41:807PM",trilogy_admin,"Apr 25 2017 10:31:41:807PM",trilogy_admin,4,4
966,2,977,20,2,5,5,"Apr 25 2017 10:32:03:583PM",5,1,5,5,5,"Apr 25 2017 10:32:03:583PM",trilogy_admin,"Apr 25 2017 10:32:03:583PM",trilogy_admin,5,5
967,2,122,3,6,5,5,"Apr 25 2017 10:32:07:240PM",5,10,5,5,5,"Apr 25 2017 10:32:07:240PM",trilogy_admin,"Apr 25 2017 10:32:07:240PM",trilogy_admin,5,5
968,2,144,3,6,3,3,"Apr 25 2017 10:32:19:023PM",2,15,2,2,3,"Apr 25 2017 10:32:19:023PM",trilogy_admin,"Apr 25 2017 10:32:19:023PM",trilogy_admin,3,4
969,2,580,23,2,5,5,"Apr 25 2017 10:32:20:077PM",5,10,5,5,5,"Apr 25 2017 10:32:20:077PM",trilogy_admin,"Apr 25 2017 10:32:20:077PM",trilogy_admin,5,5
970,2,125,3,6,3,5,"Apr 25 2017 10:32:22:280PM",3,15,5,4,1,"Apr 25 2017 10:32:22:280PM",trilogy_admin,"Apr 25 2017 10:32:22:280PM",trilogy_admin,5,5
971,2,978,20,2,3,4,"Apr 25 2017 10:32:28:570PM",3,25,1,4,3,"Apr 25 2017 10:32:28:570PM",trilogy_admin,"Apr 25 2017 10:32:28:570PM",trilogy_admin,3,5
972,2,84,3,6,5,5,"Apr 25 2017 10:32:34:957PM",5,1,5,5,5,"Apr 25 2017 10:32:34:957PM",trilogy_admin,"Apr 25 2017 10:32:34:957PM",trilogy_admin,5,5
973,2,1120,20,2,3,5,"Apr 25 2017 10:32:43:763PM",2,10,5,4,5,"Apr 25 2017 10:32:43:763PM",trilogy_admin,"Apr 25 2017 10:32:43:763PM",trilogy_admin,5,5
974,2,502,20,2,4,3,"Apr 25 2017 10:32:48:460PM",4,20,4,4,3,"Apr 25 2017 10:32:48:460PM",trilogy_admin,"Apr 25 2017 10:32:48:460PM",trilogy_admin,5,5
975,2,986,20,2,5,5,"Apr 25 2017 10:32:52:673PM",4,14,3,5,3,"Apr 25 2017 10:32:52:673PM",trilogy_admin,"Apr 25 2017 10:32:52:673PM",trilogy_admin,5,5
976,2,181,12,4,4,5,"Apr 25 2017 10:32:58:710PM",4,1,4,4,2,"Apr 25 2017 10:32:58:710PM",trilogy_admin,"Apr 25 2017 10:32:58:710PM",trilogy_admin,5,5
977,2,1033,20,2,5,5,"Apr 25 2017 10:33:36:607PM",5,15,5,4,5,"Apr 25 2017 10:33:36:607PM",trilogy_admin,"Apr 25 2017 10:33:36:607PM",trilogy_admin,5,5
978,2,80,3,6,5,5,"Apr 25 2017 10:34:48:870PM",5,10,5,5,5,"Apr 25 2017 10:34:48:870PM",trilogy_admin,"Apr 25 2017 10:34:48:870PM",trilogy_admin,5,5
979,2,976,20,2,5,5,"Apr 25 2017 10:34:53:660PM",5,15,4,3,3,"Apr 25 2017 10:34:53:660PM",trilogy_admin,"Apr 25 2017 10:34:53:660PM",trilogy_admin,5,5
980,2,505,20,2,4,5,"Apr 25 2017 10:39:07:987PM",4,17,3,5,3,"Apr 25 2017 10:39:07:987PM",trilogy_admin,"Apr 25 2017 10:39:07:987PM",trilogy_admin,3,5
981,2,503,20,2,1,1,"Apr 25 2017 10:40:39:460PM",4,22,1,2,1,"Apr 25 2017 10:40:39:460PM",trilogy_admin,"Apr 25 2017 10:40:39:460PM",trilogy_admin,1,5
982,2,515,20,2,5,5,"Apr 25 2017 10:45:03:447PM",5,12,3,5,2,"Apr 25 2017 10:45:03:447PM",trilogy_admin,"Apr 25 2017 10:45:03:447PM",trilogy_admin,4,5
983,2,997,19,2,5,5,"Apr 25 2017 10:47:36:670PM",5,15,3,5,3,"Apr 25 2017 10:47:36:670PM",trilogy_admin,"Apr 25 2017 10:47:36:670PM",trilogy_admin,5,5
984,2,340,7,4,3,4,"Apr 25 2017 10:55:01:383PM",4,30,2,4,2,"Apr 25 2017 10:55:01:383PM",trilogy_admin,"Apr 25 2017 10:55:01:383PM",trilogy_admin,2,4
985,2,83,3,6,4,4,"Apr 25 2017 10:56:47:400PM",4,6,4,4,4,"Apr 25 2017 10:56:47:400PM",trilogy_admin,"Apr 25 2017 10:56:47:400PM",trilogy_admin,4,4
986,2,286,11,4,4,5,"Apr 25 2017 11:02:20:237PM",5,20,3,5,2,"Apr 25 2017 11:02:20:237PM",trilogy_admin,"Apr 25 2017 11:02:20:237PM",trilogy_admin,3,5
987,2,313,11,4,3,5,"Apr 25 2017 11:03:44:123PM",4,33,5,3,4,"Apr 25 2017 11:03:44:123PM",trilogy_admin,"Apr 25 2017 11:03:44:123PM",trilogy_admin,4,5
988,2,293,11,4,5,5,"Apr 25 2017 11:06:30:527PM",5,20,5,5,2,"Apr 25 2017 11:06:30:527PM",trilogy_admin,"Apr 25 2017 11:06:30:527PM",trilogy_admin,5,5
989,2,298,11,4,5,5,"Apr 25 2017 11:13:24:700PM",4,20,4,3,4,"Apr 25 2017 11:13:24:700PM",trilogy_admin,"Apr 25 2017 11:13:24:700PM",trilogy_admin,5,4
990,2,308,11,4,5,5,"Apr 25 2017 11:15:11:167PM",5,20,5,5,4,"Apr 25 2017 11:15:11:167PM",trilogy_admin,"Apr 25 2017 11:15:11:167PM",trilogy_admin,5,5
991,2,296,11,4,3,3,"Apr 25 2017 11:18:59:043PM",2,30,1,2,1,"Apr 25 2017 11:18:59:043PM",trilogy_admin,"Apr 25 2017 11:18:59:043PM",trilogy_admin,2,4
992,2,1031,11,4,5,5,"Apr 25 2017 11:21:20:167PM",5,15,5,5,5,"Apr 25 2017 11:21:20:167PM",trilogy_admin,"Apr 25 2017 11:21:20:167PM",trilogy_admin,5,5
993,2,1037,19,2,4,5,"Apr 25 2017 11:22:40:920PM",5,10,4,3,4,"Apr 25 2017 11:22:40:920PM",trilogy_admin,"Apr 25 2017 11:22:40:920PM",trilogy_admin,5,5
994,2,292,11,4,4,5,"Apr 25 2017 11:24:26:753PM",5,25,5,5,4,"Apr 25 2017 11:24:26:753PM",trilogy_admin,"Apr 25 2017 11:24:26:753PM",trilogy_admin,5,5
995,2,295,11,4,5,5,"Apr 25 2017 11:25:51:850PM",5,10,3,3,3,"Apr 25 2017 11:25:51:850PM",trilogy_admin,"Apr 25 2017 11:25:51:850PM",trilogy_admin,5,5
996,2,307,11,4,4,4,"Apr 25 2017 11:26:43:967PM",5,20,4,4,3,"Apr 25 2017 11:26:43:967PM",trilogy_admin,"Apr 25 2017 11:26:43:967PM",trilogy_admin,4,5
997,2,299,11,4,5,5,"Apr 25 2017 11:28:34:063PM",5,10,5,5,5,"Apr 25 2017 11:28:34:063PM",trilogy_admin,"Apr 25 2017 11:28:34:063PM",trilogy_admin,5,5
998,2,303,11,4,4,4,"Apr 25 2017 11:28:42:773PM",5,15,5,5,4,"Apr 25 2017 11:28:42:773PM",trilogy_admin,"Apr 25 2017 11:28:42:773PM",trilogy_admin,4,4
999,2,294,11,4,4,4,"Apr 25 2017 11:29:31:580PM",5,10,4,4,2,"Apr 25 2017 11:29:31:580PM",trilogy_admin,"Apr 25 2017 11:29:31:580PM",trilogy_admin,4,5
1000,2,491,19,2,5,5,"Apr 25 2017 11:35:36:210PM",5,6,3,4,3,"Apr 25 2017 11:35:36:210PM",trilogy_admin,"Apr 25 2017 11:35:36:210PM",trilogy_admin,4,5
1001,2,266,11,4,4,3,"Apr 25 2017 11:37:18:997PM",4,25,4,4,4,"Apr 25 2017 11:37:18:997PM",trilogy_admin,"Apr 25 2017 11:37:18:997PM",trilogy_admin,3,5
1002,2,493,19,2,5,5,"Apr 25 2017 11:40:53:790PM",1,5,3,4,4,"Apr 25 2017 11:40:53:790PM",trilogy_admin,"Apr 25 2017 11:40:53:790PM",trilogy_admin,4,5
1003,2,979,20,2,4,5,"Apr 25 2017 11:57:13:560PM",4,10,3,4,3,"Apr 25 2017 11:57:13:560PM",trilogy_admin,"Apr 25 2017 11:57:13:560PM",trilogy_admin,5,5
1004,2,1390,23,2,5,5,"Apr 25 2017 11:59:46:657PM",3,15,4,5,4,"Apr 25 2017 11:59:46:657PM",trilogy_admin,"Apr 25 2017 11:59:46:657PM",trilogy_admin,5,5
1005,2,216,9,4,4,5,"Apr 26 2017 12:01:57:523AM",5,5,3,4,2,"Apr 26 2017 12:01:57:523AM",trilogy_admin,"Apr 26 2017 12:01:57:523AM",trilogy_admin,4,5
1006,2,548,22,2,5,5,"Apr 26 2017 12:04:55:367AM",3,20,5,5,4,"Apr 26 2017 12:04:55:367AM",trilogy_admin,"Apr 26 2017 12:04:55:367AM",trilogy_admin,5,5
1007,2,496,19,2,3,4,"Apr 26 2017 12:32:12:693AM",3,6,2,2,2,"Apr 26 2017 12:32:12:693AM",trilogy_admin,"Apr 26 2017 12:32:12:693AM",trilogy_admin,3,5
1008,2,999,19,2,4,5,"Apr 26 2017 12:42:53:767AM",3,15,3,5,4,"Apr 26 2017 12:42:53:767AM",trilogy_admin,"Apr 26 2017 12:42:53:767AM",trilogy_admin,4,4
1009,2,566,22,2,5,5,"Apr 26 2017 12:52:29:440AM",2,10,5,5,5,"Apr 26 2017 12:52:29:440AM",trilogy_admin,"Apr 26 2017 12:52:29:440AM",trilogy_admin,4,5
1010,2,567,22,2,4,4,"Apr 26 2017 12:53:36:990AM",2,10,3,4,4,"Apr 26 2017 12:53:36:990AM",trilogy_admin,"Apr 26 2017 12:53:36:990AM",trilogy_admin,2,4
1011,2,2779,21,2,5,5,"Apr 26 2017 12:54:24:380AM",5,5,5,5,3,"Apr 26 2017 12:54:24:380AM",trilogy_admin,"Apr 26 2017 12:54:24:380AM",trilogy_admin,3,5
1012,2,526,21,2,5,5,"Apr 26 2017 12:57:48:303AM",5,10,4,5,3,"Apr 26 2017 12:57:48:303AM",trilogy_admin,"Apr 26 2017 12:57:48:303AM",trilogy_admin,5,5
1013,2,1010,7,4,5,5,"Apr 26 2017 01:04:34:373AM",5,5,5,5,3,"Apr 26 2017 01:04:34:373AM",trilogy_admin,"Apr 26 2017 01:04:34:373AM",trilogy_admin,5,5
1014,2,550,22,2,5,5,"Apr 26 2017 01:04:54:527AM",3,15,4,4,4,"Apr 26 2017 01:04:54:527AM",trilogy_admin,"Apr 26 2017 01:04:54:527AM",trilogy_admin,5,5
1015,2,198,7,4,5,5,"Apr 26 2017 01:07:13:647AM",5,7,5,5,5,"Apr 26 2017 01:07:13:647AM",trilogy_admin,"Apr 26 2017 01:07:13:647AM",trilogy_admin,5,5
1016,2,239,9,4,5,5,"Apr 26 2017 01:11:45:760AM",5,30,5,5,3,"Apr 26 2017 01:11:45:760AM",trilogy_admin,"Apr 26 2017 01:11:45:760AM",trilogy_admin,5,5
1017,2,524,21,2,4,4,"Apr 26 2017 01:14:41:773AM",5,10,4,4,3,"Apr 26 2017 01:14:41:773AM",trilogy_admin,"Apr 26 2017 01:14:41:773AM",trilogy_admin,5,5
1018,2,570,22,2,4,4,"Apr 26 2017 01:19:35:533AM",3,20,2,2,2,"Apr 26 2017 01:19:35:533AM",trilogy_admin,"Apr 26 2017 01:19:35:533AM",trilogy_admin,2,5
1019,2,424,21,2,2,3,"Apr 26 2017 01:19:48:067AM",2,10,2,2,2,"Apr 26 2017 01:19:48:067AM",trilogy_admin,"Apr 26 2017 01:19:48:067AM",trilogy_admin,1,2
1020,2,525,21,2,5,4,"Apr 26 2017 01:19:53:693AM",5,15,5,5,4,"Apr 26 2017 01:19:53:693AM",trilogy_admin,"Apr 26 2017 01:19:53:693AM",trilogy_admin,4,5
1021,2,1361,22,2,3,3,"Apr 26 2017 01:20:00:427AM",5,28,1,5,2,"Apr 26 2017 01:20:00:427AM",trilogy_admin,"Apr 26 2017 01:20:00:427AM",trilogy_admin,5,4
1022,2,547,22,2,3,4,"Apr 26 2017 01:20:09:300AM",4,11,3,3,4,"Apr 26 2017 01:20:09:300AM",trilogy_admin,"Apr 26 2017 01:20:09:300AM",trilogy_admin,3,4
1023,2,1005,22,2,5,5,"Apr 26 2017 01:20:28:400AM",5,15,5,5,3,"Apr 26 2017 01:20:28:400AM",trilogy_admin,"Apr 26 2017 01:20:28:400AM",trilogy_admin,5,5
1024,2,361,7,4,5,5,"Apr 26 2017 01:21:31:857AM",5,8,5,5,5,"Apr 26 2017 01:21:31:857AM",trilogy_admin,"Apr 26 2017 01:21:31:857AM",trilogy_admin,5,5
1025,2,551,22,2,3,3,"Apr 26 2017 01:21:56:220AM",2,5,2,5,2,"Apr 26 2017 01:21:56:220AM",trilogy_admin,"Apr 26 2017 01:21:56:220AM",trilogy_admin,4,5
1026,2,556,22,2,4,4,"Apr 26 2017 01:23:14:653AM",4,10,3,5,3,"Apr 26 2017 01:23:14:653AM",trilogy_admin,"Apr 26 2017 01:23:14:653AM",trilogy_admin,3,5
1027,2,1018,7,4,2,2,"Apr 26 2017 01:23:56:270AM",2,15,1,2,1,"Apr 26 2017 01:23:56:270AM",trilogy_admin,"Apr 26 2017 01:23:56:270AM",trilogy_admin,2,4
1028,2,829,7,4,4,4,"Apr 26 2017 01:24:13:150AM",4,10,4,4,4,"Apr 26 2017 01:24:13:150AM",trilogy_admin,"Apr 26 2017 01:24:13:150AM",trilogy_admin,4,4
1029,2,538,21,2,3,2,"Apr 26 2017 01:24:30:510AM",5,12,4,2,2,"Apr 26 2017 01:24:30:510AM",trilogy_admin,"Apr 26 2017 01:24:30:510AM",trilogy_admin,2,2
1030,2,357,7,4,3,4,"Apr 26 2017 01:24:57:603AM",4,45,3,2,3,"Apr 26 2017 01:24:57:603AM",trilogy_admin,"Apr 26 2017 01:24:57:603AM",trilogy_admin,3,5
1031,2,236,9,4,5,5,"Apr 26 2017 01:26:00:863AM",4,10,5,5,5,"Apr 26 2017 01:26:00:863AM",trilogy_admin,"Apr 26 2017 01:26:00:863AM",trilogy_admin,5,5
1032,2,253,9,4,4,3,"Apr 26 2017 01:26:30:433AM",5,20,2,4,1,"Apr 26 2017 01:26:30:433AM",trilogy_admin,"Apr 26 2017 01:26:30:433AM",trilogy_admin,4,5
1033,2,347,7,4,3,4,"Apr 26 2017 01:27:12:907AM",4,7,3,2,2,"Apr 26 2017 01:27:12:907AM",trilogy_admin,"Apr 26 2017 01:27:12:907AM",trilogy_admin,3,4
1034,2,1021,7,4,4,5,"Apr 26 2017 01:27:25:690AM",4,12,4,5,3,"Apr 26 2017 01:27:25:690AM",trilogy_admin,"Apr 26 2017 01:27:25:690AM",trilogy_admin,4,5
1035,2,573,22,2,5,4,"Apr 26 2017 01:27:27:053AM",5,6,4,4,3,"Apr 26 2017 01:27:27:053AM",trilogy_admin,"Apr 26 2017 01:27:27:053AM",trilogy_admin,4,4
1036,2,523,21,2,4,5,"Apr 26 2017 01:28:52:213AM",5,30,4,5,3,"Apr 26 2017 01:28:52:213AM",trilogy_admin,"Apr 26 2017 01:28:52:213AM",trilogy_admin,4,5
1037,2,255,9,4,1,1,"Apr 26 2017 01:30:00:347AM",1,10,1,1,2,"Apr 26 2017 01:30:00:347AM",trilogy_admin,"Apr 26 2017 01:30:00:347AM",trilogy_admin,1,1
1038,2,233,9,4,4,5,"Apr 26 2017 01:30:43:340AM",5,12,1,5,1,"Apr 26 2017 01:30:43:340AM",trilogy_admin,"Apr 26 2017 01:30:43:340AM",trilogy_admin,4,5
1039,2,554,22,2,5,5,"Apr 26 2017 01:31:40:923AM",1,20,2,5,4,"Apr 26 2017 01:31:40:923AM",trilogy_admin,"Apr 26 2017 01:31:40:923AM",trilogy_admin,4,5
1040,2,518,21,2,4,4,"Apr 26 2017 01:31:58:457AM",4,30,4,4,4,"Apr 26 2017 01:31:58:457AM",trilogy_admin,"Apr 26 2017 01:31:58:457AM",trilogy_admin,4,4
1041,2,530,21,2,4,3,"Apr 26 2017 01:31:59:300AM",3,12,3,3,4,"Apr 26 2017 01:31:59:300AM",trilogy_admin,"Apr 26 2017 01:31:59:300AM",trilogy_admin,3,2
1042,2,242,9,4,5,5,"Apr 26 2017 01:31:59:350AM",5,3,5,5,5,"Apr 26 2017 01:31:59:350AM",trilogy_admin,"Apr 26 2017 01:31:59:350AM",trilogy_admin,5,5
1043,2,529,21,2,5,5,"Apr 26 2017 01:35:08:747AM",4,14,4,4,2,"Apr 26 2017 01:35:08:747AM",trilogy_admin,"Apr 26 2017 01:35:08:747AM",trilogy_admin,3,4
1044,2,238,9,4,4,4,"Apr 26 2017 01:37:38:363AM",4,15,4,3,4,"Apr 26 2017 01:37:38:363AM",trilogy_admin,"Apr 26 2017 01:37:38:363AM",trilogy_admin,5,4
1045,2,358,7,4,5,5,"Apr 26 2017 01:40:03:067AM",5,10,5,5,5,"Apr 26 2017 01:40:03:067AM",trilogy_admin,"Apr 26 2017 01:40:03:067AM",trilogy_admin,5,5
1046,2,534,21,2,4,3,"Apr 26 2017 01:42:28:290AM",5,25,5,4,2,"Apr 26 2017 01:42:28:290AM",trilogy_admin,"Apr 26 2017 01:42:28:290AM",trilogy_admin,4,5
1047,2,981,20,2,5,5,"Apr 26 2017 02:20:24:897PM",5,20,4,5,4,"Apr 26 2017 02:20:24:897PM",trilogy_admin,"Apr 26 2017 02:20:24:897PM",trilogy_admin,4,5
1048,2,439,15,2,5,4,"Apr 26 2017 04:42:38:410PM",5,20,5,3,3,"Apr 26 2017 04:42:38:410PM",trilogy_admin,"Apr 26 2017 04:42:38:410PM",trilogy_admin,5,5
1049,2,1385,21,2,5,5,"Apr 26 2017 09:06:52:180PM",5,10,5,5,5,"Apr 26 2017 09:06:52:180PM",trilogy_admin,"Apr 26 2017 09:06:52:180PM",trilogy_admin,5,5
1050,2,578,23,2,1,1,"Apr 26 2017 11:15:05:270PM",1,1,1,1,1,"Apr 26 2017 11:15:05:270PM",trilogy_admin,"Apr 26 2017 11:15:05:270PM",trilogy_admin,1,5
1051,2,485,19,2,1,2,"Apr 27 2017 02:05:47:423AM",5,20,4,2,1,"Apr 27 2017 02:05:47:423AM",trilogy_admin,"Apr 27 2017 02:05:47:423AM",trilogy_admin,2,5
1052,2,68,3,6,3,3,"Apr 27 2017 02:21:01:130AM",3,10,2,3,2,"Apr 27 2017 02:21:01:130AM",trilogy_admin,"Apr 27 2017 02:21:01:130AM",trilogy_admin,4,4
1053,2,1002,23,2,3,3,"Apr 27 2017 02:42:42:193AM",5,4,2,3,3,"Apr 27 2017 02:42:42:193AM",trilogy_admin,"Apr 27 2017 02:42:42:193AM",trilogy_admin,2,5
1054,2,3871,21,2,5,5,"Apr 27 2017 08:45:35:610PM",4,15,5,3,3,"Apr 27 2017 08:45:35:610PM",trilogy_admin,"Apr 27 2017 08:45:35:610PM",trilogy_admin,4,5
1055,2,1119,10,4,5,4,"Apr 27 2017 10:52:13:573PM",5,1,4,4,4,"Apr 27 2017 10:52:13:573PM",trilogy_admin,"Apr 27 2017 10:52:13:573PM",trilogy_admin,5,4
1056,2,309,11,4,4,3,"Apr 27 2017 11:18:19:600PM",3,40,2,2,2,"Apr 27 2017 11:18:19:600PM",trilogy_admin,"Apr 27 2017 11:18:19:600PM",trilogy_admin,2,5
1057,2,500,19,2,1,1,"Apr 27 2017 11:30:50:753PM",2,25,2,1,1,"Apr 27 2017 11:30:50:753PM",trilogy_admin,"Apr 27 2017 11:30:50:753PM",trilogy_admin,1,2
1058,2,549,22,2,5,5,"Apr 28 2017 12:17:37:640AM",5,20,5,5,4,"Apr 28 2017 12:17:37:640AM",trilogy_admin,"Apr 28 2017 12:17:37:640AM",trilogy_admin,5,5
1059,2,360,7,4,4,5,"Apr 28 2017 12:34:34:020AM",4,15,4,4,4,"Apr 28 2017 12:34:34:020AM",trilogy_admin,"Apr 28 2017 12:34:34:020AM",trilogy_admin,5,4
1060,2,362,7,4,4,2,"Apr 28 2017 01:29:25:650AM",4,6,4,4,2,"Apr 28 2017 01:29:25:650AM",trilogy_admin,"Apr 28 2017 01:29:25:650AM",trilogy_admin,4,4
1061,2,839,22,2,4,5,"Apr 28 2017 01:38:30:127AM",5,15,4,4,4,"Apr 28 2017 01:38:30:127AM",trilogy_admin,"Apr 28 2017 01:38:30:127AM",trilogy_admin,4,5
1062,2,497,19,2,3,2,"Apr 29 2017 07:11:32:110PM",2,10,2,3,3,"Apr 29 2017 07:11:32:110PM",trilogy_admin,"Apr 29 2017 07:11:32:110PM",trilogy_admin,3,3
1063,2,2564,25,2,5,5,"May  1 2017 04:44:05:427AM",5,11,4,5,3,"May  1 2017 04:44:05:427AM",trilogy_admin,"May  1 2017 04:44:05:427AM",trilogy_admin,4,5
1064,2,492,19,3,4,4,"May  1 2017 05:11:15:263AM",3,30,4,4,3,"May  1 2017 05:11:15:263AM",trilogy_admin,"May  1 2017 05:11:15:263AM",trilogy_admin,4,4
1065,2,368,12,5,5,3,"May  1 2017 05:13:46:100AM",5,25,5,5,3,"May  1 2017 05:13:46:100AM",trilogy_admin,"May  1 2017 05:13:46:100AM",trilogy_admin,3,5
1066,2,2538,25,2,4,4,"May  1 2017 05:36:22:957AM",1,8,2,4,4,"May  1 2017 05:36:22:957AM",trilogy_admin,"May  1 2017 05:36:22:957AM",trilogy_admin,3,4
1067,2,58,2,7,4,4,"May  1 2017 05:53:47:807AM",4,20,4,4,3,"May  1 2017 05:53:47:807AM",trilogy_admin,"May  1 2017 05:53:47:807AM",trilogy_admin,4,4
1068,2,449,16,3,4,4,"May  1 2017 07:13:21:050AM",5,12,4,4,3,"May  1 2017 07:13:21:050AM",trilogy_admin,"May  1 2017 07:13:21:050AM",trilogy_admin,4,4
1069,2,253,9,5,3,4,"May  1 2017 07:15:39:610AM",5,30,3,4,2,"May  1 2017 07:15:39:610AM",trilogy_admin,"May  1 2017 07:15:39:610AM",trilogy_admin,4,5
1070,2,176,12,5,5,5,"May  1 2017 07:34:14:853AM",5,10,5,5,5,"May  1 2017 07:34:14:853AM",trilogy_admin,"May  1 2017 07:34:14:853AM",trilogy_admin,5,5
1071,2,458,16,3,5,5,"May  1 2017 08:03:03:830AM",2,20,4,4,4,"May  1 2017 08:03:03:830AM",trilogy_admin,"May  1 2017 08:03:03:830AM",trilogy_admin,5,5
1072,2,1012,6,5,4,4,"May  1 2017 08:24:50:337AM",4,20,5,4,1,"May  1 2017 08:24:50:337AM",trilogy_admin,"May  1 2017 08:24:50:337AM",trilogy_admin,5,5
1073,2,122,3,7,5,5,"May  1 2017 09:41:34:973AM",5,10,5,5,5,"May  1 2017 09:41:34:973AM",trilogy_admin,"May  1 2017 09:41:34:973AM",trilogy_admin,5,5
1074,2,185,12,5,3,4,"May  1 2017 09:49:00:907AM",3,15,2,3,3,"May  1 2017 09:49:00:907AM",trilogy_admin,"May  1 2017 09:49:00:907AM",trilogy_admin,4,4
1075,2,4040,29,2,5,5,"May  1 2017 11:21:53:677AM",5,3,5,5,5,"May  1 2017 11:21:53:677AM",trilogy_admin,"May  1 2017 11:21:53:677AM",trilogy_admin,5,5
1076,2,92,4,7,3,3,"May  1 2017 12:20:33:520PM",2,3,2,2,3,"May  1 2017 12:20:33:520PM",trilogy_admin,"May  1 2017 12:20:33:520PM",trilogy_admin,2,2
1077,2,2585,25,2,4,5,"May  1 2017 12:23:08:700PM",3,15,4,4,4,"May  1 2017 12:23:08:700PM",trilogy_admin,"May  1 2017 12:23:08:700PM",trilogy_admin,4,5
1078,2,1390,23,3,5,5,"May  1 2017 12:37:03:883PM",5,20,5,5,3,"May  1 2017 12:37:03:883PM",trilogy_admin,"May  1 2017 12:37:03:883PM",trilogy_admin,5,5
1079,2,117,2,7,4,4,"May  1 2017 12:40:33:480PM",4,10,4,4,4,"May  1 2017 12:40:33:480PM",trilogy_admin,"May  1 2017 12:40:33:480PM",trilogy_admin,4,4
1080,2,174,12,5,5,5,"May  1 2017 01:32:34:227PM",5,20,5,5,5,"May  1 2017 01:32:34:227PM",trilogy_admin,"May  1 2017 01:32:34:227PM",trilogy_admin,5,5
1081,2,121,2,7,2,3,"May  1 2017 01:36:02:440PM",2,15,3,3,2,"May  1 2017 01:36:02:440PM",trilogy_admin,"May  1 2017 01:36:02:440PM",trilogy_admin,3,3
1082,2,468,18,3,5,5,"May  1 2017 01:37:05:207PM",5,21,5,5,4,"May  1 2017 01:37:05:207PM",trilogy_admin,"May  1 2017 01:37:05:207PM",trilogy_admin,5,5
1083,2,1118,10,5,3,4,"May  1 2017 01:37:40:490PM",4,30,4,3,3,"May  1 2017 01:37:40:490PM",trilogy_admin,"May  1 2017 01:37:40:490PM",trilogy_admin,3,3
1084,2,536,21,3,5,5,"May  1 2017 01:38:58:240PM",5,20,5,5,4,"May  1 2017 01:38:58:240PM",trilogy_admin,"May  1 2017 01:38:58:240PM",trilogy_admin,5,5
1085,2,636,29,2,3,1,"May  1 2017 01:52:12:753PM",4,10,3,3,2,"May  1 2017 01:52:12:753PM",trilogy_admin,"May  1 2017 01:52:12:753PM",trilogy_admin,3,4
1086,2,3995,24,2,4,5,"May  1 2017 01:56:32:233PM",4,6,3,5,4,"May  1 2017 01:56:32:233PM",trilogy_admin,"May  1 2017 01:56:32:233PM",trilogy_admin,4,5
1087,2,628,29,2,5,5,"May  1 2017 02:18:30:830PM",3,2,4,5,5,"May  1 2017 02:18:30:830PM",trilogy_admin,"May  1 2017 02:18:30:830PM",trilogy_admin,5,5
1088,2,1358,29,2,4,5,"May  1 2017 02:30:39:063PM",3,10,4,5,4,"May  1 2017 02:30:39:063PM",trilogy_admin,"May  1 2017 02:30:39:063PM",trilogy_admin,5,5
1089,2,997,19,3,5,5,"May  1 2017 02:31:30:620PM",5,15,5,5,5,"May  1 2017 02:31:30:620PM",trilogy_admin,"May  1 2017 02:31:30:620PM",trilogy_admin,5,5
1090,2,1335,28,2,5,5,"May  1 2017 02:34:53:777PM",5,12,5,5,3,"May  1 2017 02:34:53:777PM",trilogy_admin,"May  1 2017 02:34:53:777PM",trilogy_admin,5,5
1091,2,648,30,2,5,5,"May  1 2017 02:41:06:450PM",4,25,5,5,4,"May  1 2017 02:41:06:450PM",trilogy_admin,"May  1 2017 02:41:06:450PM",trilogy_admin,5,5
1092,2,301,11,5,3,3,"May  1 2017 02:54:06:517PM",5,20,1,2,3,"May  1 2017 02:54:06:517PM",trilogy_admin,"May  1 2017 02:54:06:517PM",trilogy_admin,3,5
1093,2,1416,29,2,4,2,"May  1 2017 03:05:11:023PM",5,15,4,5,4,"May  1 2017 03:05:11:023PM",trilogy_admin,"May  1 2017 03:05:11:023PM",trilogy_admin,2,4
1094,2,436,15,3,5,5,"May  1 2017 03:07:50:153PM",5,10,5,5,4,"May  1 2017 03:07:50:153PM",trilogy_admin,"May  1 2017 03:07:50:153PM",trilogy_admin,4,5
1095,2,1410,18,3,5,5,"May  1 2017 03:11:31:273PM",5,22,5,5,3,"May  1 2017 03:11:31:273PM",trilogy_admin,"May  1 2017 03:11:31:273PM",trilogy_admin,5,5
1096,2,620,28,2,2,2,"May  1 2017 03:16:43:000PM",2,15,1,1,1,"May  1 2017 03:16:43:000PM",trilogy_admin,"May  1 2017 03:16:43:000PM",trilogy_admin,2,4
